timestamp,user_id,user_role,ip_address,geo_location,device_type,os,login_status,failed_attempts,session_duration_sec,accessed_resource,data_transfer_mb,request_frequency,unusual_time_access,vpn_used,threat_signature,risk_score,label
2026-04-19 06:16:32.816559,U8478,employee,64.24.169.134,Berlin-Germany,desktop,iOS,success,2,482,internal_dashboard,1.83,10,1,yes,normal,55,normal
2026-04-19 06:17:39.816559,U3028,admin,180.169.132.118,Mumbai-India,desktop,Windows,success,0,525,internal_dashboard,9.94,13,0,no,normal,8,normal
2026-04-19 06:09:48.816559,U6042,employee,113.200.125.250,NY-USA,server,Android,failed,2,297,db_server,9.88,11,1,yes,normal,57,normal
2026-04-19 06:17:57.816559,U9031,employee,63.86.95.183,Mumbai-India,desktop,iOS,failed,11,38,internal_dashboard,60.97,128,1,yes,malware,100,anomaly
2026-04-19 06:12:56.816559,U7448,guest,166.180.136.70,Mumbai-India,server,iOS,failed,0,277,internal_dashboard,9.31,26,0,no,normal,14,normal
2026-04-19 06:10:54.816559,U8300,guest,72.1.117.209,Tokyo-Japan,mobile,Windows,success,2,544,api_gateway,1.59,19,0,yes,normal,39,normal
2026-04-19 06:17:20.816559,U3338,admin,209.118.39.8,NY-USA,desktop,Android,success,2,443,api_gateway,16.64,27,0,yes,normal,46,normal
2026-04-19 06:10:58.816559,U7068,guest,204.126.185.60,Delhi-India,desktop,Windows,failed,8,15,internal_dashboard,443.33,110,1,yes,malware,100,anomaly
2026-04-19 06:16:30.816559,U5527,admin,82.142.233.177,Pune-India,desktop,iOS,failed,12,29,user_data,290.99,80,1,yes,malware,100,anomaly
2026-04-19 06:13:16.816559,U9532,guest,78.150.117.234,Mumbai-India,server,Linux,success,1,559,api_gateway,2.06,25,0,no,normal,17,normal
2026-04-19 06:11:04.816559,U3555,employee,83.10.110.64,Delhi-India,server,Linux,success,2,163,internal_dashboard,6.96,28,1,no,normal,45,normal
2026-04-19 06:13:24.816559,U9250,guest,250.147.71.67,Berlin-Germany,desktop,Android,success,0,481,payment_system,1.44,14,1,no,normal,27,normal
2026-04-19 06:11:08.816559,U4327,guest,86.129.204.140,Mumbai-India,desktop,Android,success,0,385,internal_dashboard,1.72,21,0,no,normal,10,normal
2026-04-19 06:13:32.816559,U5089,guest,152.132.240.121,NY-USA,mobile,Windows,success,1,288,user_data,3.26,26,0,no,normal,18,normal
2026-04-19 06:18:24.816559,U4009,employee,152.195.179.89,Tokyo-Japan,mobile,iOS,success,1,541,internal_dashboard,6.23,18,1,yes,normal,55,normal
2026-04-19 06:16:06.816559,U9826,guest,144.8.141.83,Delhi-India,server,Android,success,0,66,api_gateway,11.61,14,1,no,normal,29,normal
2026-04-19 06:10:02.816559,U4646,employee,52.147.16.252,NY-USA,desktop,Linux,success,2,545,api_gateway,4.21,28,0,no,normal,24,normal
2026-04-19 06:20:03.816559,U2805,admin,59.101.250.80,Tokyo-Japan,mobile,Windows,failed,2,444,api_gateway,15.39,9,0,no,normal,17,normal
2026-04-19 06:11:20.816559,U6683,guest,211.125.248.66,NY-USA,mobile,Android,success,1,148,internal_dashboard,18.02,19,0,no,normal,18,normal
2026-04-19 06:13:56.816559,U3608,guest,76.152.122.116,Mumbai-India,server,iOS,success,2,324,api_gateway,2.2,11,0,yes,normal,35,normal
2026-04-19 06:10:06.816559,U5129,guest,236.46.15.84,Tokyo-Japan,mobile,Linux,success,2,150,api_gateway,16.9,22,0,no,normal,24,normal
2026-04-19 06:12:45.816559,U2988,admin,210.118.9.232,Mumbai-India,mobile,Linux,success,1,374,user_data,4.68,27,0,yes,normal,39,normal
2026-04-19 06:22:08.816559,U1936,admin,33.45.240.42,Delhi-India,desktop,Android,failed,0,568,db_server,5.79,9,0,no,normal,5,normal
2026-04-19 06:19:36.816559,U8052,guest,44.39.154.232,NY-USA,mobile,Linux,success,1,430,payment_system,4.29,14,0,yes,normal,32,normal
2026-04-19 06:10:10.816559,U4309,guest,9.88.48.235,Mumbai-India,mobile,iOS,success,1,196,user_data,15.97,20,0,yes,normal,38,normal
2026-04-19 06:14:20.816559,U4723,guest,89.26.56.122,Pune-India,server,iOS,failed,0,457,api_gateway,4.18,10,0,no,normal,5,normal
2026-04-19 06:20:00.816559,U4902,guest,132.77.199.53,Tokyo-Japan,desktop,Android,failed,13,38,api_gateway,224.01,82,1,yes,malware,100,anomaly
2026-04-19 06:14:28.816559,U8806,guest,115.116.40.18,Berlin-Germany,server,Windows,failed,2,435,internal_dashboard,7.5,26,1,no,normal,44,normal
2026-04-19 06:21:42.816559,U3289,admin,253.42.250.15,Delhi-India,desktop,Linux,failed,1,192,internal_dashboard,13.15,6,1,yes,normal,50,normal
2026-04-19 06:23:18.816559,U7184,admin,156.41.60.207,Delhi-India,desktop,iOS,success,0,255,user_data,7.42,26,1,no,normal,34,normal
2026-04-19 06:19:04.816559,U8864,employee,202.174.11.56,Pune-India,mobile,Windows,success,1,181,payment_system,19.31,6,1,no,normal,31,normal
2026-04-19 06:14:44.816559,U3492,guest,116.193.118.87,Pune-India,mobile,iOS,failed,0,298,internal_dashboard,18.08,15,0,no,normal,11,normal
2026-04-19 06:11:48.816559,U7925,admin,215.143.228.142,Tokyo-Japan,mobile,Android,success,0,548,payment_system,15.27,14,1,no,normal,30,normal
2026-04-19 06:10:19.816559,U7240,admin,41.26.123.120,Pune-India,server,iOS,failed,1,600,user_data,10.27,9,1,no,normal,31,normal
2026-04-19 06:21:04.816559,U5315,employee,228.248.112.9,Pune-India,server,Windows,success,1,72,user_data,2.09,28,0,no,normal,19,normal
2026-04-19 06:15:00.816559,U2486,admin,98.141.134.230,Berlin-Germany,server,Linux,failed,0,148,api_gateway,17.07,16,0,yes,normal,31,normal
2026-04-19 06:16:38.816559,U8307,guest,134.39.29.80,Delhi-India,server,Windows,failed,7,34,api_gateway,476.7,75,1,yes,brute_force,100,anomaly
2026-04-19 06:11:58.816559,U8540,admin,127.200.241.194,Berlin-Germany,desktop,Windows,failed,1,504,payment_system,5.7,16,0,no,normal,14,normal
2026-04-19 06:18:24.816559,U4429,guest,127.131.200.183,Tokyo-Japan,desktop,Linux,failed,2,423,payment_system,6.25,9,0,no,normal,15,normal
2026-04-19 06:10:25.816559,U1645,admin,98.237.105.227,Tokyo-Japan,desktop,Linux,success,1,565,user_data,10.27,19,0,no,normal,16,normal
2026-04-19 06:16:58.816559,U6758,employee,190.151.159.39,Tokyo-Japan,desktop,Android,failed,1,454,user_data,16.85,8,0,yes,normal,32,normal
2026-04-19 06:18:42.816559,U1287,guest,56.100.234.247,Berlin-Germany,server,Android,success,2,422,api_gateway,6.44,29,0,no,normal,25,normal
2026-04-19 06:10:28.816559,U4493,admin,224.144.226.124,Delhi-India,desktop,iOS,failed,1,67,api_gateway,13.05,14,1,yes,normal,54,normal
2026-04-19 06:23:57.816559,U2976,employee,7.76.151.43,Mumbai-India,mobile,Windows,failed,8,48,internal_dashboard,221.23,139,1,yes,brute_force,100,anomaly
2026-04-19 06:22:24.816559,U7581,guest,80.215.17.53,Delhi-India,desktop,Linux,success,1,500,payment_system,15.16,30,1,yes,normal,63,normal
2026-04-19 06:19:06.816559,U7559,employee,226.154.44.187,NY-USA,desktop,Windows,success,1,524,api_gateway,1.72,10,0,no,normal,10,normal
2026-04-19 06:22:40.816559,U6678,guest,212.12.56.101,Delhi-India,desktop,Windows,success,1,402,db_server,7.08,12,1,yes,normal,52,normal
2026-04-19 06:10:33.816559,U1237,employee,155.106.61.47,Pune-India,server,Android,failed,0,573,db_server,3.32,17,1,yes,normal,49,normal
2026-04-19 06:12:20.816559,U5417,admin,18.169.179.250,Delhi-India,server,iOS,success,0,264,payment_system,4.25,18,1,yes,normal,49,normal
2026-04-19 06:23:04.816559,U2868,guest,85.51.185.75,Berlin-Germany,mobile,Windows,success,1,501,payment_system,13.67,7,1,no,normal,31,normal
2026-04-19 06:25:00.816559,U2716,employee,226.57.112.215,NY-USA,desktop,iOS,failed,2,337,internal_dashboard,9.74,22,0,no,normal,22,normal
2026-04-19 06:25:09.816559,U9185,employee,36.21.175.133,Tokyo-Japan,mobile,iOS,failed,14,5,db_server,315.83,68,1,yes,malware,100,anomaly
2026-04-19 06:16:08.816559,U9239,employee,110.21.17.122,Pune-India,server,Linux,failed,14,52,internal_dashboard,424.64,112,1,yes,sql_injection,100,anomaly
2026-04-19 06:19:54.816559,U6990,employee,79.161.20.197,Mumbai-India,desktop,Android,failed,14,59,payment_system,204.65,87,1,yes,sql_injection,100,anomaly
2026-04-19 06:16:16.816559,U3716,employee,129.250.26.194,Mumbai-India,desktop,Windows,failed,11,47,payment_system,324.84,77,1,yes,brute_force,100,anomaly
2026-04-19 06:27:38.816559,U6505,admin,251.53.77.95,NY-USA,server,Windows,success,2,111,internal_dashboard,17.06,7,0,no,normal,16,normal
2026-04-19 06:22:06.816559,U4780,guest,250.125.210.225,Berlin-Germany,desktop,Windows,success,2,148,internal_dashboard,3.41,5,0,yes,normal,33,normal
2026-04-19 06:16:28.816559,U8809,admin,253.152.69.97,NY-USA,mobile,iOS,failed,1,369,internal_dashboard,13.35,5,1,no,normal,30,normal
2026-04-19 06:20:24.816559,U5600,guest,98.204.149.204,Berlin-Germany,mobile,Windows,success,0,534,db_server,10.49,29,0,no,normal,16,normal
2026-04-19 06:22:27.816559,U1034,admin,25.183.19.54,Berlin-Germany,desktop,iOS,failed,1,272,internal_dashboard,6.48,10,0,no,normal,11,normal
2026-04-19 06:24:32.816559,U9578,employee,100.46.181.34,NY-USA,mobile,Linux,success,0,283,api_gateway,9.26,30,0,no,normal,16,normal
2026-04-19 06:24:40.816559,U8392,employee,95.39.199.84,Tokyo-Japan,desktop,Android,failed,11,60,user_data,477.96,155,1,yes,malware,100,anomaly
2026-04-19 06:12:48.816559,U3163,guest,113.64.8.19,Tokyo-Japan,desktop,Linux,failed,11,31,user_data,172.93,157,1,yes,brute_force,100,anomaly
2026-04-19 06:26:57.816559,U7318,employee,122.78.234.185,Mumbai-India,mobile,Linux,success,2,474,user_data,14.44,21,0,no,normal,23,normal
2026-04-19 06:12:52.816559,U2366,admin,80.30.23.238,Berlin-Germany,server,Windows,success,1,436,user_data,11.94,25,0,yes,normal,39,normal
2026-04-19 06:21:06.816559,U2421,employee,3.200.21.53,Berlin-Germany,desktop,iOS,success,0,238,payment_system,9.33,19,0,no,normal,11,normal
2026-04-19 06:29:28.816559,U6624,guest,11.73.16.98,Berlin-Germany,server,Windows,failed,2,165,db_server,2.25,22,1,no,normal,41,normal
2026-04-19 06:21:18.816559,U7842,guest,10.200.210.189,Delhi-India,server,Windows,failed,1,445,user_data,16.22,8,1,yes,normal,52,normal
2026-04-19 06:29:48.816559,U9382,guest,189.223.41.10,Tokyo-Japan,server,Android,failed,7,22,user_data,474.57,52,1,yes,malware,100,anomaly
2026-04-19 06:25:44.816559,U9052,admin,102.136.28.129,Tokyo-Japan,server,iOS,failed,0,206,payment_system,3.85,30,0,no,normal,15,normal
2026-04-19 06:19:28.816559,U8470,admin,105.16.247.75,Delhi-India,mobile,Android,failed,5,45,user_data,395.21,179,1,yes,sql_injection,100,anomaly
2026-04-19 06:26:00.816559,U7251,admin,31.186.22.139,Delhi-India,desktop,Linux,success,0,319,api_gateway,2.52,25,1,no,normal,33,normal
2026-04-19 06:15:18.816559,U1528,guest,176.107.179.100,Tokyo-Japan,mobile,Linux,failed,15,25,internal_dashboard,296.63,141,1,yes,sql_injection,100,anomaly
2026-04-19 06:24:05.816559,U9718,admin,113.24.72.16,NY-USA,mobile,Windows,success,2,430,payment_system,6.24,17,1,yes,normal,59,normal
2026-04-19 06:11:00.816559,U6095,employee,255.99.61.214,Pune-India,server,Android,failed,7,40,user_data,304.57,188,1,yes,sql_injection,100,anomaly
2026-04-19 06:15:27.816559,U7449,admin,3.35.117.121,Mumbai-India,mobile,Windows,success,2,371,user_data,18.55,20,0,no,normal,23,normal
2026-04-19 06:19:58.816559,U9393,guest,167.79.65.174,Delhi-India,mobile,Android,failed,0,305,db_server,17.67,15,0,yes,normal,31,normal
2026-04-19 06:26:48.816559,U5461,employee,12.32.225.28,Delhi-India,desktop,iOS,success,2,391,user_data,8.36,15,0,no,normal,19,normal
2026-04-19 06:20:08.816559,U5745,guest,63.228.19.103,Delhi-India,server,Android,success,1,423,db_server,15.43,11,1,no,normal,33,normal
2026-04-19 06:20:13.816559,U2551,admin,100.72.228.140,Mumbai-India,mobile,Windows,success,2,288,payment_system,1.09,24,1,no,normal,42,normal
2026-04-19 06:31:48.816559,U3063,employee,170.228.43.126,Berlin-Germany,server,Windows,failed,0,167,user_data,17.64,24,0,no,normal,15,normal
2026-04-19 06:31:58.816559,U9482,employee,96.211.108.172,Mumbai-India,server,iOS,failed,1,315,user_data,2.48,6,0,no,normal,8,normal
2026-04-19 06:29:48.816559,U1425,admin,75.45.195.199,Tokyo-Japan,desktop,iOS,failed,0,562,db_server,1.61,13,1,yes,normal,46,normal
2026-04-19 06:15:51.816559,U1096,guest,133.129.70.4,NY-USA,mobile,Linux,failed,12,25,db_server,172.02,59,1,yes,brute_force,100,anomaly
2026-04-19 06:32:28.816559,U3496,admin,161.136.92.26,Pune-India,server,iOS,failed,12,25,internal_dashboard,152.99,139,1,yes,brute_force,100,anomaly
2026-04-19 06:25:29.816559,U4936,employee,21.201.143.216,NY-USA,mobile,Android,success,1,62,api_gateway,15.52,11,1,no,normal,33,normal
2026-04-19 06:18:24.816559,U9271,admin,248.68.74.157,Tokyo-Japan,desktop,Linux,failed,10,39,api_gateway,294.93,189,1,yes,malware,100,anomaly
2026-04-19 06:23:18.816559,U6726,guest,168.193.192.160,Pune-India,desktop,iOS,success,1,213,user_data,18.19,16,1,no,normal,36,normal
2026-04-19 06:23:24.816559,U1840,admin,44.215.76.43,Delhi-India,desktop,Linux,success,1,379,api_gateway,15.13,9,0,no,normal,12,normal
2026-04-19 06:28:24.816559,U4320,guest,207.130.6.192,NY-USA,mobile,Linux,failed,14,3,user_data,198.25,166,1,yes,malware,100,anomaly
2026-04-19 06:26:04.816559,U4007,admin,189.136.152.95,Pune-India,mobile,Android,success,0,369,internal_dashboard,5.21,8,0,no,normal,5,normal
2026-04-19 06:31:09.816559,U4827,employee,176.135.185.2,Tokyo-Japan,desktop,Windows,success,2,158,api_gateway,1.94,6,1,no,normal,33,normal
2026-04-19 06:26:18.816559,U3220,employee,104.11.225.227,NY-USA,desktop,Windows,success,0,394,api_gateway,16.94,30,1,no,normal,38,normal
2026-04-19 06:31:27.816559,U2139,employee,155.63.234.128,NY-USA,server,iOS,failed,2,460,api_gateway,17.14,30,1,no,normal,48,normal
2026-04-19 06:21:28.816559,U3371,admin,91.51.166.196,NY-USA,server,Android,success,1,93,db_server,2.22,17,0,yes,normal,33,normal
2026-04-19 06:13:54.816559,U9445,guest,47.135.79.22,Tokyo-Japan,server,iOS,success,0,304,payment_system,5.84,30,1,no,normal,36,normal
2026-04-19 06:24:12.816559,U7482,employee,164.174.190.249,Berlin-Germany,mobile,iOS,failed,0,519,payment_system,11.28,7,0,no,normal,5,normal
2026-04-19 06:16:33.816559,U4523,guest,96.151.16.166,Mumbai-India,server,Linux,success,2,149,payment_system,17.19,20,0,no,normal,23,normal
2026-04-19 06:16:36.816559,U4839,guest,155.228.172.49,Tokyo-Japan,desktop,Linux,success,2,577,internal_dashboard,16.77,5,0,yes,normal,35,normal
2026-04-19 06:14:02.816559,U7484,employee,24.42.136.255,Delhi-India,mobile,iOS,success,1,483,api_gateway,13.72,28,0,yes,normal,41,normal
2026-04-19 06:21:58.816559,U1277,admin,78.82.109.236,Berlin-Germany,server,iOS,success,0,486,api_gateway,4.58,25,0,no,normal,13,normal
2026-04-19 06:14:06.816559,U8916,employee,105.199.163.149,Tokyo-Japan,desktop,iOS,success,1,148,db_server,1.67,23,0,yes,normal,36,normal
2026-04-19 06:27:28.816559,U6243,employee,4.30.173.39,Berlin-Germany,desktop,iOS,failed,0,566,user_data,10.0,7,0,no,normal,5,normal
2026-04-19 06:35:38.816559,U2870,admin,74.175.100.205,Mumbai-India,server,Android,failed,15,24,user_data,87.52,78,1,yes,malware,100,anomaly
2026-04-19 06:22:18.816559,U8371,admin,122.74.199.152,Delhi-India,mobile,Android,success,2,450,api_gateway,19.94,18,1,no,normal,42,normal
2026-04-19 06:22:23.816559,U5912,guest,93.133.206.8,Mumbai-India,mobile,Android,failed,1,217,internal_dashboard,10.99,21,0,no,normal,17,normal
2026-04-19 06:11:32.816559,U8618,employee,222.56.93.87,Pune-India,server,Linux,success,0,192,internal_dashboard,18.39,17,1,no,normal,32,normal
2026-04-19 06:28:03.816559,U5593,admin,82.155.76.124,Mumbai-India,mobile,iOS,failed,6,14,payment_system,261.26,155,1,yes,malware,100,anomaly
2026-04-19 06:14:20.816559,U1833,guest,26.219.108.78,Mumbai-India,desktop,Windows,success,2,176,payment_system,7.64,13,0,no,normal,18,normal
2026-04-19 06:36:38.816559,U2939,employee,252.198.102.152,Berlin-Germany,mobile,Linux,failed,7,40,internal_dashboard,414.82,57,1,yes,brute_force,100,anomaly
2026-04-19 06:11:36.816559,U6439,guest,68.243.98.174,Tokyo-Japan,mobile,Linux,failed,0,449,user_data,19.86,7,0,no,normal,7,normal
2026-04-19 06:11:37.816559,U6812,employee,189.219.41.142,NY-USA,desktop,Linux,failed,10,9,internal_dashboard,139.57,80,1,yes,brute_force,100,anomaly
2026-04-19 06:22:58.816559,U5535,employee,69.191.113.194,Mumbai-India,mobile,iOS,success,2,439,db_server,4.71,23,0,yes,normal,42,normal
2026-04-19 06:11:39.816559,U9428,employee,8.154.152.64,Pune-India,server,Android,failed,2,131,db_server,13.27,5,0,yes,normal,35,normal
2026-04-19 06:23:08.816559,U1074,admin,249.59.187.69,Mumbai-India,mobile,iOS,failed,1,149,user_data,17.29,14,0,no,normal,15,normal
2026-04-19 06:11:41.816559,U3423,employee,197.38.253.33,Mumbai-India,desktop,Linux,success,0,452,internal_dashboard,15.32,24,0,no,normal,15,normal
2026-04-19 06:34:54.816559,U3331,guest,101.50.193.144,Pune-India,mobile,Windows,failed,7,52,db_server,52.23,70,1,yes,sql_injection,100,anomaly
2026-04-19 06:11:43.816559,U2047,employee,195.173.197.139,NY-USA,mobile,iOS,success,0,590,internal_dashboard,11.28,6,0,yes,normal,25,normal
2026-04-19 06:38:08.816559,U1774,admin,231.132.121.133,NY-USA,server,iOS,success,0,568,user_data,2.58,7,1,no,normal,24,normal
2026-04-19 06:38:18.816559,U5198,employee,212.112.117.134,Pune-India,desktop,iOS,success,2,449,user_data,10.55,16,1,yes,normal,60,normal
2026-04-19 06:23:38.816559,U8069,admin,185.147.233.154,NY-USA,desktop,Linux,success,0,548,api_gateway,5.76,25,0,yes,normal,33,normal
